language,sent_index,baseline,ic_metric,ic_objective,length,real_dl,real_ic,delta_used,n_dl_matched,p_good,frac_lt,frac_eq,frac_gt,diff_real_minus_matched_mean
English,27,projective_like,verb_cues,max,12,35,0.0,0,209,0.0,0.0,1.0,0.0,0.0
English,28,projective_like,verb_cues,max,12,26,2.0,0,426,0.4859154929577465,0.4859154929577465,0.37089201877934275,0.1431924882629108,0.46713615023474175
English,29,projective_like,verb_cues,max,12,28,0.0,0,402,0.0,0.0,0.0845771144278607,0.9154228855721394,-1.5323383084577114
English,30,projective_like,verb_cues,max,12,23,0.0,0,356,0.0,0.0,1.0,0.0,0.0
English,31,projective_like,verb_cues,max,12,27,0.0,0,268,0.0,0.0,0.3358208955223881,0.664179104477612,-0.9701492537313433
English,32,projective_like,verb_cues,max,12,24,0.0,0,222,0.0,0.0,0.06756756756756757,0.9324324324324325,-1.9324324324324325
English,33,projective_like,verb_cues,max,12,25,0.0,0,197,0.0,0.0,0.22842639593908629,0.7715736040609137,-1.0609137055837563
English,34,projective_like,verb_cues,max,12,43,0.0,1,147,0.0,0.0,1.0,0.0,0.0
English,35,projective_like,verb_cues,max,12,33,2.0,0,196,0.3010204081632653,0.3010204081632653,0.3826530612244898,0.3163265306122449,-0.020408163265305923
English,36,projective_like,verb_cues,max,12,21,2.0,0,281,0.4626334519572954,0.4626334519572954,0.4697508896797153,0.06761565836298933,0.47686832740213525
English,37,projective_like,verb_cues,max,12,31,0.0,0,277,0.0,0.0,0.5018050541516246,0.4981949458483754,-0.4981949458483754
English,38,projective_like,verb_cues,max,12,27,1.0,0,325,0.08615384615384615,0.08615384615384615,0.4246153846153846,0.48923076923076925,-0.5046153846153847
English,39,projective_like,verb_cues,max,12,25,2.0,0,469,0.3006396588486141,0.3006396588486141,0.44989339019189767,0.24946695095948826,0.049040511727078906
English,40,projective_like,verb_cues,max,12,27,1.0,0,287,0.27177700348432055,0.27177700348432055,0.4564459930313589,0.27177700348432055,0.0
English,41,projective_like,verb_cues,max,12,29,0.0,0,267,0.0,0.0,0.29213483146067415,0.7078651685393258,-1.0
English,42,projective_like,verb_cues,max,12,23,0.0,0,119,0.0,0.0,0.12605042016806722,0.8739495798319328,-2.008403361344538
English,44,projective_like,verb_cues,max,12,33,0.0,0,95,0.0,0.0,0.010526315789473684,0.9894736842105263,-1.4842105263157894
English,45,projective_like,verb_cues,max,12,27,0.0,0,137,0.0,0.0,1.0,0.0,0.0
English,46,projective_like,verb_cues,max,12,30,1.0,0,247,0.2550607287449393,0.2550607287449393,0.5101214574898786,0.23481781376518218,0.020242914979757054
English,47,projective_like,verb_cues,max,12,29,1.0,0,295,0.5322033898305085,0.5322033898305085,0.46779661016949153,0.0,0.5322033898305085
English,48,projective_like,verb_cues,max,12,24,0.0,0,165,0.0,0.0,0.43636363636363634,0.5636363636363636,-0.5636363636363636
English,49,projective_like,verb_cues,max,12,29,1.0,0,353,0.0084985835694051,0.0084985835694051,0.14447592067988668,0.8470254957507082,-1.4447592067988668
Hindi,0,projective_like,verb_cues,max,12,22,2.0,0,286,0.7412587412587412,0.7412587412587412,0.25874125874125875,0.0,1.0559440559440558
Hindi,1,projective_like,verb_cues,max,12,22,3.0,0,234,0.8547008547008547,0.8547008547008547,0.1452991452991453,0.0,1.5
Hindi,2,projective_like,verb_cues,max,12,24,3.0,0,341,0.6363636363636364,0.6363636363636364,0.30498533724340177,0.05865102639296188,0.9882697947214076
Hindi,3,projective_like,verb_cues,max,12,15,3.0,2,80,0.9375,0.9375,0.0625,0.0,1.4625
Hindi,5,projective_like,verb_cues,max,12,17,2.0,1,226,0.588495575221239,0.588495575221239,0.41150442477876104,0.0,1.088495575221239
Hindi,6,projective_like,verb_cues,max,12,20,3.0,0,178,0.8033707865168539,0.8033707865168539,0.19662921348314608,0.0,1.4101123595505618
Hindi,7,projective_like,verb_cues,max,12,20,1.0,0,147,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,0.4285714285714286
Hindi,8,projective_like,verb_cues,max,12,18,2.0,0,127,0.6377952755905512,0.6377952755905512,0.36220472440944884,0.0,0.9921259842519685
Hindi,9,projective_like,verb_cues,max,12,30,2.0,0,328,0.7835365853658537,0.7835365853658537,0.21646341463414634,0.0,1.0640243902439024
Hindi,10,projective_like,verb_cues,max,12,17,2.0,1,170,0.6823529411764706,0.6823529411764706,0.3176470588235294,0.0,1.164705882352941
Hindi,11,projective_like,verb_cues,max,12,19,1.0,1,254,0.2755905511811024,0.2755905511811024,0.5275590551181102,0.1968503937007874,0.07874015748031493
Hindi,12,projective_like,verb_cues,max,12,23,3.0,0,333,0.6846846846846847,0.6846846846846847,0.23723723723723725,0.07807807807807808,1.03003003003003
Hindi,13,projective_like,verb_cues,max,12,22,4.0,0,203,0.9802955665024631,0.9802955665024631,0.019704433497536946,0.0,1.9950738916256157
Hindi,14,projective_like,verb_cues,max,12,16,2.0,1,108,0.9351851851851852,0.9351851851851852,0.06481481481481481,0.0,1.1018518518518519
Hindi,15,projective_like,verb_cues,max,12,23,2.0,0,370,0.8405405405405405,0.8405405405405405,0.15945945945945947,0.0,1.0
Hindi,17,projective_like,verb_cues,max,12,38,1.0,0,199,0.5226130653266332,0.5226130653266332,0.47738693467336685,0.0,0.5226130653266332
Hindi,18,projective_like,verb_cues,max,12,31,3.0,0,273,0.9010989010989011,0.9010989010989011,0.0989010989010989,0.0,1.52014652014652
Hindi,19,projective_like,verb_cues,max,12,25,2.0,0,367,0.7329700272479565,0.7329700272479565,0.2670299727520436,0.0,0.9645776566757494
Hindi,20,projective_like,verb_cues,max,12,23,2.0,0,252,0.7301587301587301,0.7301587301587301,0.2698412698412698,0.0,0.9484126984126984
Hindi,21,projective_like,verb_cues,max,12,33,5.0,0,162,0.9320987654320988,0.9320987654320988,0.06790123456790123,0.0,2.2962962962962963
Hindi,22,projective_like,verb_cues,max,12,34,3.0,0,147,0.891156462585034,0.891156462585034,0.10884353741496598,0.0,1.5714285714285714
Hindi,23,projective_like,verb_cues,max,12,23,1.0,0,308,0.461038961038961,0.461038961038961,0.538961038961039,0.0,0.461038961038961
Hindi,24,projective_like,verb_cues,max,12,24,3.0,0,186,0.8440860215053764,0.8440860215053764,0.15591397849462366,0.0,1.5268817204301075
Hindi,25,projective_like,verb_cues,max,12,17,2.0,1,153,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.0,1.1111111111111112
Hindi,26,projective_like,verb_cues,max,12,44,2.0,1,93,0.5591397849462365,0.5591397849462365,0.44086021505376344,0.0,1.021505376344086
Hindi,31,projective_like,verb_cues,max,12,28,1.0,0,348,0.49137931034482757,0.49137931034482757,0.5086206896551724,0.0,0.4913793103448276
Hindi,32,projective_like,verb_cues,max,12,17,3.0,1,156,0.6410256410256411,0.6410256410256411,0.358974358974359,0.0,1.608974358974359
Hindi,33,projective_like,verb_cues,max,12,22,1.0,0,216,0.5138888888888888,0.5138888888888888,0.4861111111111111,0.0,0.5138888888888888
Hindi,34,projective_like,verb_cues,max,12,32,2.0,0,197,0.7208121827411168,0.7208121827411168,0.27918781725888325,0.0,1.0203045685279188
Hindi,35,projective_like,verb_cues,max,12,28,3.0,0,346,0.9161849710982659,0.9161849710982659,0.0838150289017341,0.0,1.5260115606936415
Hindi,36,projective_like,verb_cues,max,12,20,2.0,0,82,0.4268292682926829,0.4268292682926829,0.573170731707317,0.0,0.7560975609756098
Hindi,38,projective_like,verb_cues,max,12,20,2.0,0,154,0.7922077922077922,0.7922077922077922,0.2077922077922078,0.0,1.077922077922078
Hindi,39,projective_like,verb_cues,max,12,20,3.0,0,223,0.905829596412556,0.905829596412556,0.09417040358744394,0.0,1.4887892376681615
Hindi,42,projective_like,verb_cues,max,12,19,2.0,0,129,0.6821705426356589,0.6821705426356589,0.3178294573643411,0.0,0.8914728682170543
Hindi,44,projective_like,verb_cues,max,12,18,2.0,1,170,0.7588235294117647,0.7588235294117647,0.2411764705882353,0.0,0.9764705882352942
Hindi,46,projective_like,verb_cues,max,12,32,2.0,0,265,0.7962264150943397,0.7962264150943397,0.2037735849056604,0.0,0.9886792452830189
Hindi,47,projective_like,verb_cues,max,12,38,3.0,0,188,0.7393617021276596,0.7393617021276596,0.17553191489361702,0.0851063829787234,1.0797872340425532
Hindi,48,projective_like,verb_cues,max,12,19,2.0,0,130,0.8307692307692308,0.8307692307692308,0.16923076923076924,0.0,0.9692307692307693
Japanese,0,projective_like,verb_cues,max,12,12,2.0,5,112,0.7857142857142857,0.7857142857142857,0.21428571428571427,0.0,1.0178571428571428
Japanese,1,projective_like,verb_cues,max,12,28,0.0,0,459,0.0,0.0,1.0,0.0,0.0
Japanese,2,projective_like,verb_cues,max,12,39,0.0,1,296,0.0,0.0,1.0,0.0,0.0
Japanese,3,projective_like,verb_cues,max,12,19,1.0,0,90,0.6,0.6,0.4,0.0,0.6
Japanese,4,projective_like,verb_cues,max,12,16,1.0,1,100,0.42,0.42,0.58,0.0,0.42000000000000004
Japanese,5,projective_like,verb_cues,max,12,21,2.0,0,176,0.75,0.75,0.25,0.0,1.0852272727272727
Japanese,6,projective_like,verb_cues,max,12,33,1.0,0,226,0.504424778761062,0.504424778761062,0.49557522123893805,0.0,0.504424778761062
Japanese,7,projective_like,verb_cues,max,12,18,2.0,1,206,0.7572815533980582,0.7572815533980582,0.24271844660194175,0.0,1.0242718446601942
Japanese,8,projective_like,verb_cues,max,12,13,3.0,4,81,0.49382716049382713,0.49382716049382713,0.37037037037037035,0.13580246913580246,0.9135802469135803
Japanese,9,projective_like,verb_cues,max,12,17,0.0,0,96,0.0,0.0,1.0,0.0,0.0
Japanese,10,projective_like,verb_cues,max,12,17,2.0,0,99,0.6565656565656566,0.6565656565656566,0.3434343434343434,0.0,0.9595959595959596
Japanese,12,projective_like,verb_cues,max,12,16,3.0,2,156,0.8012820512820513,0.8012820512820513,0.1987179487179487,0.0,1.3974358974358974
Japanese,13,projective_like,verb_cues,max,12,24,2.0,0,226,0.7522123893805309,0.7522123893805309,0.24778761061946902,0.0,1.008849557522124
Japanese,14,projective_like,verb_cues,max,12,19,1.0,1,184,0.5163043478260869,0.5163043478260869,0.483695652173913,0.0,0.5163043478260869
Japanese,15,projective_like,verb_cues,max,12,15,1.0,1,98,0.5204081632653061,0.5204081632653061,0.47959183673469385,0.0,0.5204081632653061
Japanese,17,projective_like,verb_cues,max,12,17,0.0,1,149,0.0,0.0,1.0,0.0,0.0
Japanese,18,projective_like,verb_cues,max,12,16,3.0,1,214,0.883177570093458,0.883177570093458,0.11682242990654206,0.0,1.485981308411215
Japanese,19,projective_like,verb_cues,max,12,20,1.0,0,152,0.5460526315789473,0.5460526315789473,0.45394736842105265,0.0,0.5460526315789473
Japanese,21,projective_like,verb_cues,max,12,14,1.0,3,146,0.5205479452054794,0.5205479452054794,0.4794520547945205,0.0,0.5205479452054795
Japanese,22,projective_like,verb_cues,max,12,33,1.0,0,911,0.4632272228320527,0.4632272228320527,0.5367727771679474,0.0,0.46322722283205264
Japanese,23,projective_like,verb_cues,max,12,19,2.0,0,143,0.8111888111888111,0.8111888111888111,0.1888111888111888,0.0,1.083916083916084
Japanese,24,projective_like,verb_cues,max,12,21,1.0,0,308,0.4772727272727273,0.4772727272727273,0.5227272727272727,0.0,0.4772727272727273
Japanese,26,projective_like,verb_cues,max,12,23,0.0,0,216,0.0,0.0,1.0,0.0,0.0
Japanese,27,projective_like,verb_cues,max,12,19,0.0,0,147,0.0,0.0,1.0,0.0,0.0
Japanese,29,projective_like,verb_cues,max,12,17,1.0,1,135,0.4888888888888889,0.4888888888888889,0.5111111111111111,0.0,0.48888888888888893
Japanese,30,projective_like,verb_cues,max,12,14,0.0,3,125,0.0,0.0,1.0,0.0,0.0
Japanese,31,projective_like,verb_cues,max,12,16,1.0,1,116,0.5086206896551724,0.5086206896551724,0.49137931034482757,0.0,0.5086206896551724
Japanese,33,projective_like,verb_cues,max,12,17,1.0,0,120,0.55,0.55,0.45,0.0,0.55
Japanese,34,projective_like,verb_cues,max,12,15,0.0,1,93,0.0,0.0,1.0,0.0,0.0
Japanese,36,projective_like,verb_cues,max,12,20,0.0,0,215,0.0,0.0,1.0,0.0,0.0
Japanese,37,projective_like,verb_cues,max,12,15,1.0,2,147,0.46258503401360546,0.46258503401360546,0.5374149659863946,0.0,0.4625850340136054
Japanese,38,projective_like,verb_cues,max,12,25,0.0,0,349,0.0,0.0,1.0,0.0,0.0
Japanese,39,projective_like,verb_cues,max,12,14,2.0,2,81,0.8024691358024691,0.8024691358024691,0.19753086419753085,0.0,1.0493827160493827
Japanese,40,projective_like,verb_cues,max,12,17,1.0,0,80,0.525,0.525,0.475,0.0,0.525
Japanese,41,projective_like,verb_cues,max,12,28,1.0,0,218,0.5596330275229358,0.5596330275229358,0.44036697247706424,0.0,0.5596330275229358
Japanese,42,projective_like,verb_cues,max,12,16,2.0,1,146,0.7465753424657534,0.7465753424657534,0.2534246575342466,0.0,1.0342465753424657
Japanese,44,projective_like,verb_cues,max,12,33,0.0,0,361,0.0,0.0,1.0,0.0,0.0
Japanese,46,projective_like,verb_cues,max,12,16,1.0,2,151,0.4768211920529801,0.4768211920529801,0.5231788079470199,0.0,0.4768211920529801
Japanese,47,projective_like,verb_cues,max,12,17,1.0,1,155,0.47096774193548385,0.47096774193548385,0.5290322580645161,0.0,0.47096774193548385
Japanese,48,projective_like,verb_cues,max,12,26,1.0,0,237,0.4936708860759494,0.4936708860759494,0.5063291139240507,0.0,0.49367088607594933
Japanese,49,projective_like,verb_cues,max,12,11,2.0,6,84,0.6547619047619048,0.6547619047619048,0.34523809523809523,0.0,0.9047619047619047
